date,text,publisher,oil_price,oil_open,oil_high,oil_low,oil_volume,oil_change_percent
2025-12-03,"The Islamic Republic has shown a Muslim woman observing the Islamic dress code can progress further than others in all areas & be influential both in society & at home. Guided by this view, our women have made great progress in numerous fields since the victory of the Revolution.",khamenei_ir,,,,,,
2025-12-03,"The Quran gives examples for all believers, not just for women. Who are these role models? One is the wife of Pharaoh & the other is Maryam [Mary], the daughter of Imran. In other words, everyone should look at these two women to see whether they’re on the correct path or not.",khamenei_ir,,,,,,
2025-12-03,"The West insists on exporting its culture regarding women. They even argue that if a woman observes hijab and sets these limitations for herself, she won't be able to progress! The Islamic Republic has refuted that nonsensical logic.",khamenei_ir,,,,,,
2025-12-03,"The first right that must be recognized for women is the matter of justice in social behavior & justice within the family — justice in society & justice in the home. These must be ensured. Everyone is responsible for ensuring these, including governments.",khamenei_ir,,,,,,
2025-12-03,"Women are the manager of the home, not a servant for you to say, “Why didn’t you do this? Why didn’t you do that? Why isn’t the house clean?” A woman is like a flower. A flower must be cared for and protected, and she will enrich you with her color, fragrance, and qualities.",khamenei_ir,,,,,,
2025-12-03,"Women's achievements in intellectual & research centers in the Islamic Republic are unprecedented in Iran’s history. We've never had this many women scholars & intellectuals in Iran. Praise God, our women are among the best in global science, social, political & athletic fields.",khamenei_ir,,,,,,
2025-12-11,"While grateful to 
@YoussefRaggi
 for his kind invitation, his decision not to welcome Iran's reciprocation of his warm hospitality is bemusing. Furthermore, foreign ministers of nations with brotherly and *full* diplomatic relations need no ""neutral"" venue to meet.

Subjected to",araghchi,,,,,,
2025-12-11,"I would like to congratulate you on the birth anniversary of the Sayyidatu nisa' [the Foremost Woman of the Worlds], Siddiqah Tahirah, Fatimah Zahra (pbuh).",khamenei_ir,,,,,,
2025-12-11,"In military matters, the arrangement of our ranks depends on the enemy's goal. When we see the enemy’s intention is to attack a certain point, we use a military formation that will defeat that aim. The same approach must be used in response to their propaganda.",khamenei_ir,,,,,,
2025-12-11,"Islam means truthfulness and sincerity.
Islam means benevolence and the pursuit of justice.",khamenei_ir,,,,,,
2025-12-11,"Lady Fatimah Zahra (pbuh) was the role model in religiosity, the pursuit of justice, and jihad.",khamenei_ir,,,,,,
2025-12-11,"On the auspicious birth anniversary of Lady Fatimah Zahra (pbuh), Imam Khamenei met with a large number of elegists and eulogists on December 11, 2025.",khamenei_ir,,,,,,
2025-12-11,"Some of the enemy’s actions against the Iranian nation were of such a magnitude that if these actions had been carried out against any other country or nation, it would have been annihilated. But the Islamic Republic withstood them with absolute steadfastness and resistance.",khamenei_ir,,,,,,
2025-12-11,"The enemy realized that if they wished to be successful, they needed to change [people’s] hearts, minds, and thoughts. The enemy’s goal in our country is to erase all traces of Revolutionary concepts. We, of course, are standing firmly against them.",khamenei_ir,,,,,,
2025-12-11,"Today, religious elegies serve as one of the bases of resistance literature. If an idea exists, but the literature appropriate for expressing that idea doesn’t exist, that idea will die. One of the bases that propagates resistance literature is the phenomenon of elegies & heyats.",khamenei_ir,,,,,,
2025-12-11,We’re involved in something beyond a military engagement & we're at the center of a propaganda and media conflict. Against whom? Against a broad front. The enemy has realized that seizing this land is impossible using pressure tactics and military means.,khamenei_ir,,,,,,
2025-12-11,"What’s “national resistance?” It’s showing resilience in the face of all kinds of pressures that the enemy brings in order to compel that nation to surrender. Pressures may be military, economic, in the form of sanctions, media propaganda, or the use of spies.",khamenei_ir,,,,,,
2025-12-11,"Withstanding enemy pressures is Resistance. The goal of such pressure may be territorial expansionism – like what the US is now doing in some Latin American countries – or it may involve cultural & religious matters, or pressure to change people’s lifestyles & their identities.",khamenei_ir,,,,,,
2025-12-18,"Building on our Strategic Partnership Treaty, Iran and Russia's foreign ministries have agreed on a three-year roadmap to regularize and elevate our cooperation and coordination. 

Closer collaboration between Moscow and Tehran will enable stronger action against unlawful Western",araghchi,,,,,,
2025-12-23,"THE TRUMP KENNEDY CENTER HONORS will be broadcast tonight, on CBS, and Stream on Paramount+. Tune in at 8 P.M. EST! At the request of the Board, and just about everybody else in America, I am hosting the event. Tell me what you think of my “Master of Ceremony” abilities. If",realDonaldTrump,,,,,,
2025-12-24,"A new definition of diplomacy by the U.S.:
“We are ready for a meaningful negotiation but forget about your internationally recognized rights.”
This is dictation and not negotiation, let alone a meaningful one. 

The world witnessed how we were negotiating when the U.S. opted to",araghchi,,,,,,
2025-12-24,"Wishing all those across the globe celebrating the birth of Jesus Christ (PBUH) a safe, healthy, peaceful and Happy Christmas. 

May your celebration of the birth of a Messenger of Peace and Compassion be a blessing.

To my Armenian compatriots, wish you a blessed Epiphany of",araghchi,,,,,,
2025-12-25,"#JesusChrist was sent to save humanity from ignorance & oppression & to guide them to the light of knowledge, justice & servitude to God. He never paused in his fight against evil & in invitation to goodness. This is a lesson for Christians & Muslims believing in his prophethood.",khamenei_ir,,,,,,
2025-12-25,"Merry Christmas to all, including the Radical Left Scum that is doing everything possible to destroy our Country, but are failing badly. We no longer have Open Borders, Men in Women’s Sports, Transgender for Everyone, or Weak Law Enforcement. What we do have is a Record Stock",realDonaldTrump,,,,,,
2025-12-27,Imam Khamenei's message to the annual meeting of the Union of Islamic Student Associations in Europe will be published in minutes.,khamenei_ir,,,,,,
2025-12-27,"The deep sorrow over the martyrdom of a number of scientists and commanders, and a group of our dear people as a result of the Zionist regime's aggression, has not and will not be able to halt the determined young people of Iran.",khamenei_ir,,,,,,
2025-12-27,"The heavy assault by the US army and its disgraceful extension in this region was overcome by the initiative, courage, and sacrifice of the young people of Islamic Iran.",khamenei_ir,,,,,,
2025-12-27,"The issue is confronting the unjust order of the domination system in today’s world, and turning toward a just Islamic national and international order. This is the great claim whose banner the Islamic Iran has raised, and this has enraged corrupt and corrupting coercive powers.",khamenei_ir,,,,,,
2025-12-27,"This year, it was proven that the Iranian nation, by drawing upon its own capabilities, in light of faith and righteous action, in confronting corrupt and oppressive arrogant powers, can persevere and deliver the call to Islamic values to the world with a voice louder than ever.",khamenei_ir,,,,,,
2025-12-27,"This year, your country, Iran, earned renewed credibility and standing in the world through the blessing of faith, unity, and self-confidence.",khamenei_ir,,,,,,
2025-12-30,"An increasing number of voices in the United States and the broader West are recognizing that Israel is not an ally, but a costly liability. This reality became evident in June, when Netanyahu had to beg President Trump to extricate him from a quagmire of his own making. Western",araghchi,,,,,,
2026-01-02,"Those in Iran impacted by transient exchange rate volatility have recently been peacefully protesting, as is their right. 
 
Separate from that, we have witnessed isolated incidents of violent riots—including attacks on a police station and throwing of Molotov cocktails at police",araghchi,,,,,,
2026-01-03,"On the auspicious birth anniversary of Amir al-Mumineen, Imam Ali (pbuh), Ayatollah Khamenei met with the families of Martyr Soleimani and his companions, as well as the families of other Iranian martyrs on Jan. 3, 2026.",khamenei_ir,,,,,,
2026-01-03,"Protesting is legitimate, but protesting is different from rioting. We talk with protesters. The officials must talk with the protesters. But, there’s no point in talking with a rioter. Rioters must be put in their place.",khamenei_ir,,,,,,
2026-01-03,"Soft warfare means causing people to waver from the path they are on through deception, lies, slander, temptation, and fallacious arguments — creating doubt within society. This war is underway today.",khamenei_ir,,,,,,
2026-01-03,"That ranting American sits there talking about the Iranian nation, spewing a combination of slander and promises. False promises! Deception!",khamenei_ir,,,,,,
2026-01-03,"The excessive surge in foreign exchange and its volatility isn’t normal. The enemy is behind this. It must be stopped, of course. Both the President and the heads of the other branches are actively working to fix this.",khamenei_ir,,,,,,
2026-01-03,"The goal of soft warfare is to cause people to lose their motivation, people who are on the scene, ready to strive and work, in order to make them lose their motivation, to give up their hope, to become despaired, and to become doubtful.",khamenei_ir,,,,,,
2026-01-03,"The shopkeepers' protest about the excessive surge in foreign exchange is valid. What’s important is that a number of mercenary individuals provoked by the enemy, hide behind shopkeepers and chant slogans against the Islamic Republic of Iran.",khamenei_ir,,,,,,
2026-01-03,"Those who argued that the solution to the country's problems was in negotiating with the US have seen what happened. In the midst of Iran negotiating with the US, the US government was busy behind the scenes preparing plans for war.",khamenei_ir,,,,,,
2026-01-03,We will bring the enemy to its knees.,khamenei_ir,,,,,,
2026-01-03,We will not give in to the enemy.,khamenei_ir,,,,,,
2026-01-03,"What’s important is when one realizes an enemy wants to force something on one's govt. or nation with false claims, they must stand firmly against that enemy. We won’t give in to them. With reliance on God & confidence in the people’s support, we’ll bring the enemy to its knees.",khamenei_ir,,,,,,
2026-01-06,"What makes the enemy first request a ceasefire during [12-Day] war with the Iranian nation, then send messages saying he doesn't want to fight us? Of course, the malicious enemy is a deceiving liar & we don’t trust them. But what causes this is the power of the Iranian nation.",khamenei_ir,,,,,,
2026-01-09,"In conclusion of my visit to the friendly Republic of Lebanon, I extend my profound gratitude and appreciation to the officials and the dear Lebanese people for the warmth of the reception and the generosity of hospitality. I wish the friendly Lebanon security, stability, and",araghchi,,,,,,
2026-01-09,All should know that the Islamic Republic of Iran that was established with the sacrifice of several hundred thousand honorable people won’t back down in the face of those causing destruction.,khamenei_ir,,,,,,
2026-01-09,"God willing, God will bring the feeling of victory to the hearts of all the Iranian people very soon.",khamenei_ir,,,,,,
2026-01-09,"Imam Khamenei met with thousands of people from Qom Province on Jan. 9, 2026.",khamenei_ir,,,,,,
2026-01-09,"In the 12-Day War, more than a thousand of our country’s citizens were martyred. The US President said he ordered this. So, he confessed that the Iranians’ blood was on his hands. Now he’s saying that he’s on the side of the Iranian nation!",khamenei_ir,,,,,,
2026-01-09,"Last night in Tehran & some other cities, a bunch of people bent on destruction came and destroyed buildings that belong to their own country in order to please the President of the US and make him happy.",khamenei_ir,,,,,,
2026-01-09,"Our enemies don’t know Iran. In the past, the US failed due to their flawed planning. Today too, their flawed scheming will cause them to fail.",khamenei_ir,,,,,,
2026-01-09,The Iranian people will not tolerate the hirelings of foreign powers.,khamenei_ir,,,,,,
2026-01-09,"The US President has said that if the Iranian govt. does such-and-such, I’ll take the side of the rioters. The rioters have put their hopes in him. If he’s so capable, he should manage his own country.",khamenei_ir,,,,,,
2026-01-09,"The US President who judges arrogantly about the whole world should know that tyrants & arrogant rulers of the world, such as Pharaoh, Nimrod, Mohammad Reza [Pahlavi] & other such rulers saw their downfall when they were at the peak of their hubris. He too will fall.",khamenei_ir,,,,,,
2026-01-09,"Today like the past, the US is wrong in its calculations about Iran.",khamenei_ir,,,,,,
2026-01-09,"Today, the Iranian nation is even more equipped and armed than that day [before the Revolution]. Both our spiritual strength and hard, conventional weapons can’t be compared to what we had before.",khamenei_ir,,,,,,
2026-01-09,You can see how they’ve besieged a country in Latin America & taken some actions there. They aren’t even ashamed and explicitly state that this was for oil. For oil! They say they’ve done this for oil! #Venezuela,khamenei_ir,,,,,,
2026-01-10,"According to the US Government, Iran is ""delusional"" for assessing that Israel and the US are fueling violent riots in our country. 

There is only one problem: President Trump's own former CIA Director has openly and unashamedly highlighted what Mossad and its American enablers",araghchi,,,,,,
2026-01-11,"Just the other day, an innocent young woman in the United States—an American citizen and mother of three—was executed by ICE at point-blank range. The U.S. Administration labeled her a ""domestic terrorist"" while President Trump called it a matter of self-defense; the Department",araghchi,,,,,,
2026-01-11,"Successful visit by Oman's Foreign Minister 
@badralbusaidi
. We had an important discussion on all issues of mutual interest and mutual concern, and we exchanged ideas to advance bilateral and regional cooperation. Oman has always played an important role in promoting peace and",araghchi,,,,,,
2026-01-12,"In phone conversation with the UK Foreign Secretary this evening, I made clear that the UK is per international legal obligations dutybound to ensure the safety and security of Iran's London Consulate and Embassy. If the UK cannot uphold its duty to protect diplomatic missions,",araghchi,,,,,,
2026-01-12,Imam Khamenei’s message addressed to the Iranian nation following the people’s tremendous participation in rallies today.,khamenei_ir,,,,,,
2026-01-12,"In the name of God, the Compassionate, the Merciful
The great Iranian nation,
Today you accomplished a great deed and made a historic day.",khamenei_ir,,,,,,
2026-01-12,"The Iranian nation is strong, powerful and aware; it knows the enemy and is always present on the scene.",khamenei_ir,,,,,,
2026-01-12,The great Iranian nation has asserted its resolve and identity in the face of the enemies. This was a warning to US politicians that they should halt their deceitful actions and stop relying on their traitorous hirelings.,khamenei_ir,,,,,,
2026-01-12,"These great rallies, overflowing with your firm determination, have completely shattered the foreign enemies’ plots that were supposed to be carried out by internal hirelings.",khamenei_ir,,,,,,
2026-01-13,"Of all governments, the one in Germany is perhaps the worst placed to address ""human rights"". The reason is simple: its blatant double-standards over the past years have obliterated any shred of credibility.

When Iran defeats terrorists who kill civilians and police officers,",araghchi,,,,,,
2026-01-14,"Israel has always sought to drag the U.S. into fighting wars on its behalf. But remarkably, this time they are saying the quiet part out loud.

With blood on our streets, Israel is explicitly gloating about having ""armed protestors with live weapons"" and ""this is the reason for",araghchi,,,,,,
2026-01-17,"Agents of the US and the Zionist regime committed heinous crimes in this sedition. They vandalized 250 mosques and over 250 educational & scientific centers. They damaged the power grid, banks, and healthcare facilities. They murdered several thousand people.",khamenei_ir,,,,,,
2026-01-17,"From the beginning of the Islamic Revolution until today, the US has lost its dominance over Iran.
And they want to bring Iran under their military, political & economic domination again. This isn’t [solely] related to the current US president either! It’s a general US policy.",khamenei_ir,,,,,,
2026-01-17,"In the numerous seditions in Iran in the past, it was usually the press & second-tier US or European politicians who were interfering. The unique feature of this sedition was that the US President himself interfered in this sedition & encouraged the seditionists.",khamenei_ir,,,,,,
2026-01-17,"On the auspicious occasion of the Eid al-Mab'ath, Imam Khamenei met with thousands of people from various walks of life on Jan. 17, 2026.",khamenei_ir,,,,,,
2026-01-17,The Iranian nation struck a major blow to the sedition on 22nd of Dey (12th of January).,khamenei_ir,,,,,,
2026-01-17,"The US President introduced the groups who committed acts of vandalism, arson, and murdered people as “the Iranian nation.” He uttered an appalling slander against the Iranian people. We find the US President guilty for this slander.",khamenei_ir,,,,,,
2026-01-17,"The US President sent a message to the seditionists saying he would support them and provide military support. In other words, the US President himself was involved in the sedition. These are criminal acts.",khamenei_ir,,,,,,
2026-01-17,The US had made extensive preparations to orchestrate this sedition. This sedition was a prelude to even bigger schemes. The Iranian nation defeated the US.,khamenei_ir,,,,,,
2026-01-17,"The agents involved in the sedition murdered a number of innocent civilians, including a three-year-old girl. The agents were armed and had both firearms and other weapons. These weapons were given to them from abroad.",khamenei_ir,,,,,,
2026-01-17,The recent sedition was orchestrated by the US. The US did the planning and took action. The US’s goal is to devour Iran.,khamenei_ir,,,,,,
2026-01-17,"We do not intend to lead the country toward war. However, we will not just let go of the criminals inside the country either. Worse than the internal criminals are the international criminals! We will not let go of them either.",khamenei_ir,,,,,,
2026-01-17,"We find the US President guilty due to the casualties, damages and slander he inflicted upon the Iranian nation.",khamenei_ir,,,,,,
2026-01-17,"Yes, we extinguished the fire of the sedition, but that isn’t enough. The US must be held accountable.",khamenei_ir,,,,,,
2026-01-19,"WEF cancelled my appearance in Davos on the basis of lies and political pressure from Israel and its U.S.-based proxies and apologists. 

There is one fundamental truth to the recent violence in Iran: We had to defend our people against armed terrorists and ISIS-style killings",araghchi,,,,,,
2026-01-20,"When the U.S. violates an agreement signed with the EU barely six months ago, 
@vonderleyen
 suddenly springs to action and insists that ""in politics as in business—a deal is a deal"", and that when counterparts ""shake hands, it must mean something.""

Sadly for Europe, its current",araghchi,,,,,,
2026-01-21,"As Iranians grieve their loved ones and rebuild what has been destroyed by terrorists, another threat looms: the final failure of diplomacy. An all-out confrontation will certainly be messy, ferocious, and drag on far, far longer than the fantasy timelines that Israel and its",araghchi,,,,,,
2026-01-23,".
@ZelenskyyUa
 has been rinsing American and European taxpayers to fill the pockets of his corrupt generals and to confront what he calls an unlawful aggression in violation of the UN Charter.

At the same time, he openly and unashamedly calls for unlawful U.S. aggression against",araghchi,,,,,,
2026-01-23,"Mayhem of the recent terrorist operation in Iran:

● 305 ambulances and buses
● 24 gas stations
● 700 convenience stores
● 300 private homes
● 750 banks
● 414 government buildings
● 749 police stations
● 120 Basij centers
● 200 schools
● 350 mosques
● 15 libraries
● 2",araghchi,,,,,,
2026-01-23,"COUNTDOWN: 7 Days until the World will witness an unforgettable, behind-the-scenes, look at one of the most important events of our time.

MELANIA: TWENTY DAYS TO HISTORY:
amazon.com/salp/melaniamo
…",realDonaldTrump,,,,,,
2026-01-24,I have been briefed on the Record Cold Wave and Historic Winter Storm that will be hitting much of the United States this weekend. The Trump Administration is coordinating with State and Local Officials. FEMA is fully prepared to respond. Stay Safe and Stay Warm! President DJT,realDonaldTrump,,,,,,
2026-01-26,"MELANIA, the Movie, is a MUST WATCH. Get your tickets today — Selling out, FAST!

Photo: Regine Mahaux
amazon.com/salp/melaniamo
…",realDonaldTrump,,,,,,
2026-01-28,"Our brave Armed Forces are prepared—with their fingers on the trigger—to immediately and powerfully respond to ANY aggression against our beloved land, air, and sea. 

The valuable lessons learned from the 12-Day War have enabled us to respond even more strongly, rapidly, and",araghchi,,,,,,
2026-01-29,"Several countries are presently attempting to avert the eruption of all-out war in our region. None of them are European.

Europe is instead busy fanning the flames. After pursuing 'snapback' at the behest of the U.S., it is now making another major strategic mistake by",araghchi,,,,,,
2026-01-31,"Always pleased to engage with President Erdoğan and FM Fidan on Iran-Turkiye bilateral relations and regional issues of common concern. 

In our conversations, I reiterated that Iran has never sought nuclear weapons and is ready to embrace a fair and equitable nuclear deal that",araghchi,,,,,,
2026-01-31,"Marked in yellow in the Western Hemisphere, you have the United States.

Several oceans away, on the other side of the planet, Iran's borders are marked in yellow. 

The little circle in red is the Strait of Hormuz.

Operating off our shores, the US military is now attempting to",araghchi,,,,,,
2026-01-31,"On the eve of the 47th anniversary of the victory of the Islamic Revolution, Imam Khamenei visited the mausoleum of Imam Khomeini (ra) this morning, Jan. 31, 2026.",khamenei_ir,,,,,,
2026-01-31,"Last night I saw, “MELANIA,” for the second time. The audience loved it, and so do I. Check it out — A MUST SEE!",realDonaldTrump,,,,,,
2026-02-01,"Told CNN:

Iran and the U.S. are at a fateful point in time:

We can achieve a fair and equitable deal to ensure no nuclear weapons. This mutually beneficial outcome is possible even in a short period of time.

On the other hand, there may be miscalculation and even aggression.",araghchi,,,,,,
2026-02-01,"For more than 30 years, the Americans were present in Iran. Iran's resources, oil, politics, and security were in their hands. Everything was in their hands. Now that their grip has been broken, they’re trying to find a way back. The Iranian nation stands firm, preventing it.",khamenei_ir,,,,,,
2026-02-01,"Iran possesses numerous attractions: Its oil, gas, rich minerals, and geographic location are attractive. The US wants to seize control of this country just as they controlled it before.",khamenei_ir,,,,,,
2026-02-01,"Iran stands firm and will continue to stand firm, and—God willing—will put an end to the United States’ mischief and harassment.",khamenei_ir,,,,,,
2026-02-01,"On the occasion of the beginning of the celebrations of the 47th anniversary of the victory of the Islamic Revolution, Imam Khamenei met with thousands of people from various walks of life on Feb. 1, 2026.",khamenei_ir,,,,,,
2026-02-01,That Americans sometimes talk about war - saying we will come with warships and aircrafts - is nothing new. The Iranian nation is not affected by such talk. They shouldn't try to intimidate the Iranian nation with such things.,khamenei_ir,,,,,,
2026-02-01,"The Americans should know if they start a war, this time it will be a regional war.",khamenei_ir,,,,,,
2026-02-01,"We are not the initiators of war. We do not seek to oppress anyone. We do not seek to attack any country. However, anyone who seeks to attack or cause harm will face a decisive blow from the Iranian nation.",khamenei_ir,,,,,,
2026-02-01,"What is the issue between the United States and Iran?
The issue can be summed up in two words:
The United States wants to devour Iran; the Iranian nation and the Islamic Republic prevent this.",khamenei_ir,,,,,,
2026-02-02,"A defining feature of this sedition was its violence; it was like that of the Daesh [ISIS]. Who created Daesh? The current US President explicitly stated, ""We created ISIS.”",khamenei_ir,,,,,,
2026-02-02,"Another feature of this sedition was that those ringleaders trained by the US and Zionists were given the task of engineered killings. They even attacked the foot soldiers whom they themselves had drawn into the field with their propaganda, striking them from behind.",khamenei_ir,,,,,,
2026-02-02,"Like the Daesh, the seditionists in Iran burned people alive. They beheaded people! They committed the very same atrocities that Daesh committed.",khamenei_ir,,,,,,
2026-02-02,"The goal of the recent sedition was to disrupt the country’s security; when security is gone, nothing is left. When there’s no security, there’s no production, no schools, no research, no scientific knowledge, and no progress.",khamenei_ir,,,,,,
2026-02-02,"The law enforcement forces, the Basij, and the IRGC carried out their duties in full. But it was the people themselves who trampled the fire of sedition into ashes.",khamenei_ir,,,,,,
2026-02-02,"The recent sedition was orchestrated by Zionists & the US. I was informed through a certain channel that the CIA & Mossad deployed all of their resources into the field! Nevertheless, they were defeated. The sedition's plan was developed abroad, and it was managed from abroad.",khamenei_ir,,,,,,
2026-02-02,"The recent sedition wasn’t the first nor will it be the last. After all, we’re a country in friction with the interests of global aggressors. How long will this continue? Until the Iranian nation reaches a point where the enemy is left hopeless. And we will reach that point.",khamenei_ir,,,,,,
2026-02-02,"The shopkeepers did have grievances and their demands were logical and justified, but the rioters hid behind their peaceful protests. But the shopkeepers understood what was happening. As soon as they saw that these were leading to riots they separated themselves.",khamenei_ir,,,,,,
2026-02-02,"This sedition resembled a coup attempt which was suppressed. But why call it a coup attempt? Because the goal was to destroy the centers effective in the country's governance. They attacked the police, IRGC bases, government institutions, and banks.",khamenei_ir,,,,,,
2026-02-02,"When we say the sedition was orchestrated by the US, it isn’t merely a claim; what makes it clear that this movement was by the US are the remarks of the US President himself; he explicitly addressed these rioters and told them, “Keep going, keep going. I’m coming [to help].""",khamenei_ir,,,,,,
2026-02-04,"Nuclear talks with the United States are scheduled to be held in Muscat on about 10 am Friday. 

I'm grateful to our Omani brothers for making all necessary arrangements.",araghchi,,,,,,
2026-02-04,"Remember this sage advice by ""Mr. America-Last""? Can you really fathom what his ill advice cost the United States?",araghchi,,,,,,
2026-02-04,"My congratulations on this Eid of the birthday of #ImamMahdi, which is filled with hope in awaiting the Promised Mahdi. This day brings hope because it’s in stark contrast to the atmosphere of despair that imperialism seeks to create before the eyes of the world’s oppressed.",khamenei_ir,,,,,,
2026-02-05,"Germany was once the engine of Europe’s progress; now it has turned into an engine of regression.

Last September in New York, at Merz’s insistence, the E3 put an end to their role in nuclear negotiations by pursuing the return of UN sanctions on Iran. Now, Merz is begging to be",araghchi,,,,,,
2026-02-06,"Iran enters diplomacy with open eyes and a steady memory of the past year.
We engage in good faith and stand firm on our rights. 

Commitments need to be honored. Equal standing, mutual respect and mutual interest are not rhetoric—they are a must and the pillars of a durable",araghchi,,,,,,
2026-02-09,"By taking part in street marches on the victory anniv. of the Islamic Revolution, the Iranian nation compels those who covet the Islamic Iran, the Islamic Republic, and the interests of this nation to retreat.",khamenei_ir,,,,,,
2026-02-09,"God willing, this 22nd of Bahman, like every 22nd of Bahman of past years, will further magnify the grandeur of the Iranian nation and humble the powers before the Iranian people; and, God willing, this is indeed how it will be.",khamenei_ir,,,,,,
2026-02-09,"Imam Khamenei delivered a televised message to the Iranian nation on the eve of the 22nd of Bahman, the anniversary of the victory of the Islamic Revolution, on Feb. 9, 2026.",khamenei_ir,,,,,,
2026-02-09,National power is tied more to the determination of nations and the steadfastness of people than to missiles and aircrafts.,khamenei_ir,,,,,,
2026-02-09,"On the 22nd of Bahman, 1357 [Feb. 11, 1979], the Iranian nation achieved a great victory. It succeeded in rescuing itself and its country from foreign interference.",khamenei_ir,,,,,,
2026-02-09,The 22nd of Bahman rallies commemorating victory anniv. of Islamic Revolution are unparalleled in the world. We do not know of any nation that commemorates its independence day or national day in this manner each year after the passage of so many years & with such massive crowds.,khamenei_ir,,,,,,
2026-02-09,"The enemy must be driven to despair. The enemy’s despair comes through unity, strength of thought and determination, and steadfastness in confronting the enemy’s temptations. These are what build national power.",khamenei_ir,,,,,,
2026-02-11,"Millions of Iranians thronged our streets today to celebrate the 47th anniversary of what scholars call ""The Last Great Revolution of the 20th Century"".

Much has happened in the decades since the Islamic Revolution, and particularly the past twelve months. Over the last year",araghchi,,,,,,
2026-02-11,"Whenever Miriam Adelson’s mouthpiece pushes a dramatic claim about Iran, it’s worth asking who it serves. Even the U.S. President has acknowledged where her primary loyalties lie.

In its latest piece, Adelson's outlet declared—just an hour before Netanyahu’s White House",araghchi,,,,,,
2026-02-12,"Dear Iranian nation,
On the anniversary of the 22nd of Bahman yesterday, you achieved something truly magnificent. You’ve honored Iran. As always, you’ve stood with the Islamic Republic and increased its strength.",khamenei_ir,,,,,,
2026-02-12,"Dear Iranian nation. By God’s grace, you carried out this great feat yesterday, and Almighty God shall reward the nation for such a presence and such a monumental movement. That reward will be greater honor, authority, and independence, God willing.",khamenei_ir,,,,,,
2026-02-12,"For an entire nation to take to the streets, to all say the same thing with a single objective, to actively demonstrate that they’re present on the scene, & to be able to assert their identity before their enemies’ eyes is very valuable.",khamenei_ir,,,,,,
2026-02-12,"I thank the entire Iranian nation, and I offer my warmest greetings to each and every person who took part in yesterday’s magnificent, nationwide gathering of millions.",khamenei_ir,,,,,,
2026-02-12,"The hopes of the enemies, who in their rhetoric and scheming are seeking the surrender of the Iranian nation, have been frustrated yesterday.",khamenei_ir,,,,,,
2026-02-12,"The televised message of the Leader of the Islamic Revolution, Imam Khamenei, following the magnificent participation of the Iranian nation in the 22nd of Bahman (11th of Feb.) rallies on the anniversary of the victory of the Islamic Revolution will be published shortly.",khamenei_ir,,,,,,
2026-02-12,This national solidarity is invaluable. Let us strive to preserve our national unity and solidarity.,khamenei_ir,,,,,,
