tweet_id,created_at,text,replies,retweets,likes
2060998574519803933,2026-05-31T08:15:26.000Z,"My wife and I extend our heartfelt condolences to the family of Sgt. Maj. Michael Tyukin, z""l, who fell in battle in southern Lebanon.

Michael z""l immigrated to Israel from Ukraine six years ago, lived in Ashkelon, and out of a profound sense of mission enlisted to serve as a",1.5K,965,6.6K
2061117055395344778,2026-05-31T16:06:14.000Z,"I have decided to appoint Shmuel Ben Ezra as head of the National Security Council and as the Prime Minister's advisor for national security.

Shmuel brings with him over 30 years of experience in security, technology, and cyber, led the development of ""Arrow 3"" which won the",553,639,4.5K
2061132733988966690,2026-05-31T17:08:32.000Z,The Hasmoneans of Our Generation,643,584,4.2K
2061856508522959271,2026-06-02T17:04:33.000Z,"Roman Godman immigrated to Israel at the age of 14 together with his parents, Ludmila and Wladyslaw. They immigrated from Belarus to Ashdod.

Roman paved his way on his own and overcame all the difficulties. After many years of a military career, I chose him to be my military",690,731,5.1K
2061793112108704069,2026-06-02T12:52:38.000Z,"Good luck Roman Godfman, head of the Mossad - we have a lot of work to do together",698,1.1K,8.6K
2061811370274754701,2026-06-02T14:05:11.000Z,I am proud to appoint Roman Gofman as the next Director of the Mossad,1K,1.3K,12K
2061840185021644996,2026-06-02T15:59:41.000Z,For by wise counsel thou shalt make thy war.,1K,902,5.1K
2061723309008445473,2026-06-02T08:15:16.000Z,"Yesterday, we parted ways with the outgoing Mossad chief, Dedi Barnea.

The price that Iran has already paid is very heavy. The foundations of this reign of terror in Iran have been cracked. It will never return to being what it was, and I say to you - it is destined to fall.

On",712,980,5.8K
2061687015762989537,2026-06-02T05:51:03.000Z,"With profound sorrow, we learned of the fall of Captain Dr. Uri Yosef Sylvester, z""l, the doctor of the Scorpion Battalion in the Givati Brigade, who fell in battle in southern Lebanon.

Uri, z""l, went to the front lines with a deep sense of mission to defend the State of Israel",1.3K,765,4.9K
2061531248573460655,2026-06-01T19:32:05.000Z,"Tonight, I spoke with President Trump and told him that if Hezbollah does not cease attacking our cities and citizens—Israel will attack terror targets in Beirut.

This stance of ours remains unchanged.

In parallel, the IDF will continue to operate as planned in southern",7.8K,5.9K,28K
2061803497931120745,2026-06-02T13:33:55.000Z,"Without guidance a people will fall, but deliverance is in a multitude of counselors.",613,677,5.7K
2061725466197725385,2026-06-02T08:23:50.000Z,,298,358,2.8K
2047693536053608677,2026-04-24T15:05:57.000Z,Thank you to our fighters operating in the field. May they have a peaceful Sabbath; we are all praying for them. We will bring both security and peace—and restore security to the residents of the North.,2.2K,1.7K,10K
2008926866074190080,2026-01-07T15:41:03.000Z,"היום בביקור בנגב עם השר לביטחון לאומי ושר הביטחון, יחד עם המפכ”ל, יחד עם סגן הרמטכ״ל, יחד עם ראש השב״כ, עם נציגים של משרדי הממשלה, למטרה אחת - אנחנו באים להחזיר את הנגב למדינת ישראל. 

זה אומר התיישבות בקנה מידה שלא הכרנו, וזה אומר הסדרה גם לתושבים הבדואים. אבל זה אומר בראש",1.4K,507,3.3K
2040875466488263121,2026-04-05T19:33:23.000Z,"Ziv Agmon will conclude his role in the coming days with the entry of his successor, Edo Norden, who is currently in the process of onboarding to the Prime Minister's Office.",1.2K,390,3.6K
2043332772148707632,2026-04-12T14:17:50.000Z,"If we hadn't acted in time, Iran would already have had nuclear weapons.",7.3K,3.8K,19K
2018276722693542229,2026-02-02T10:54:03.000Z,"Channel 14 exposé:
In January 2025, Yair Lapid met with the families of hostages and with Qatari representatives.
The one who helped them and coordinated the meeting for them is none other than the well-known Potlick from the Qatarfake affair.

So the claim is that Potlick, who",791,489,2.9K
2043675689153400986,2026-04-13T13:00:28.000Z,"Today I met with Yehuda Doa, head of the Katzrin Council, and Uri Kelner, head of the Golan Regional Council, to advance the development momentum in the north.

The people are with the Golan. I am with the Golan. The government of Israel is with the Golan. The Golan is not only",917,495,3.3K
2021579911543046355,2026-02-11T13:39:44.000Z,רעדת אדמה: הפרוטוקולים חושפים – החקירה נגד נתניהו התנהלה בניגוד לחוק | צפו,985,508,3K
2000498040105304112,2025-12-15T09:27:54.000Z,"My wife Sarah and I lit the first candle of Hanukkah with police officers from the Israel Police and with the family of Israel's hero, Staff Sergeant Ran Goaeli, may his memory be a blessing.

Hanukkah reminds us that the Jewish people survives not by virtue of mercy – but by",517,891,6.1K
2041524834044174772,2026-04-07T14:33:44.000Z,Continuing to crush the terror regime in Iran >>,3.9K,1.6K,8.1K
2026729718796464376,2026-02-25T18:43:14.000Z,"A shared ride, a shared commitment to an even stronger Israel-India partnership. 
@narendramodi",538,2.8K,22K
2003456100990124134,2025-12-23T13:22:11.000Z,"MK Ariel Kalner: I will not allow the court to cover up the investigation of October 7.

Watch the episode of the Gatekeeper podcast.",732,310,1.8K
2041208172442997031,2026-04-06T17:35:26.000Z,"Israel is stronger than ever. Iran is weaker than ever.

Watch >>",1.7K,1.1K,6.3K
2025601990948974852,2026-02-22T16:02:03.000Z,Watch the interview with the members of the Grievances Committee who resigned >>,420,394,2K
2040851210043855061,2026-04-05T17:57:00.000Z,"GOD BLESS OUR TROOPS, GOD BLESS ISRAEL, AND GOD BLESS THE UNITED STATES OF AMERICA!",8.5K,6.8K,40K
2023324031462621649,2026-02-16T09:10:15.000Z,"ליברמן פרסם תמונה מפוברקת ושיקרית ב-AI של ראש הממשלה נתניהו מחזיק ידיים עם מנסור עבאס.

אז אביגדור, הנה תמונה אמיתית ולא ערוכה שלך עם מנסור עבאס.

אתה ישבת עם מנסור עבאס בקדנציה הקודמת!

אתה כשר אוצר העברת מיליארדי שקלים לאחים המוסלמים בלי פיקוח!

וגם בבחירות הקרובות לך ולבנט לא",970,626,4.2K
2019664471581446324,2026-02-06T06:48:28.000Z,"אזרחי ישראל היקרים,

אני בטוח שכולנו רוצים להגיע לחקר האמת. חקר האמת על אירועי ה-7 באוקטובר ומה שקדם להם.

המסמך שאני מחזיק ביד כולל את התשובות שנתתי למבקר המדינה במסגרת בדיקת המבקר את אירועי ה-7 באוקטובר. 

הפגישה התקיימה בלשכה שלי ב-25 בדצמבר 2025. במשך 4 שעות רצופות השבתי",2.1K,937,5.2K
2013652564097536105,2026-01-20T16:39:17.000Z,"Today I met with the trainees of the National Security College - IDF colonels and senior officials in the security branches.

We discussed the decisive decisions during the War of Independence, decisions that changed and continue to change the face of the entire Middle East.

I",1K,493,2.8K
2045877949803417760,2026-04-19T14:51:28.000Z,"ברוך הבא לישראל, ברוך הבא לירושלים, חברי נשיא ארגנטינה חאבייר מיליי, חבר גדול של מדינת ישראל.

ישראל וארגנטינה עומדות יחד, חזקות מתמיד.
—-
Bienvenido a Israel, bienvenido a Jerusalén, mi amigo, Presidente de Argentina 
@JMilei
, un gran amigo del Estado de Israel.

Israel y",2.4K,5.4K,28K
2005690456231796952,2025-12-29T17:20:43.000Z,"I am currently meeting in Florida with the U.S. Secretary of War, Pete Hegseth. 

בפגישה חשובה כעת בפלורידה עם מזכיר המלחמה של ארה״ב, פיט הגסת׳.
@PeteHegseth",2.7K,2.7K,18K
2003155866745221408,2025-12-22T17:29:10.000Z,"שמח לארח כעת בירושלים פגישה משותפת עם ראש ממשלת יוון קיריאקוס מיצוטאקיס ועם נשיא קפריסין ניקוס כריסטודולידיס, במסגרת הפסגה המדינית שאנו מקיימים בבירת ישראל. 
נמשיך לפעול יחד, בעקביות ובנחישות, לחיזוק הביטחון, לפיתוח כלכלי ולהעמקת הקשרים בין מדינותינו ועמינו.

I am pleased",578,521,3.5K
2040925210489000271,2026-04-05T22:51:03.000Z,"I spoke earlier with President 
@realDonaldTrump
 and personally congratulated him on his bold decision and a perfectly executed American mission to rescue the downed pilot from enemy territory.

The President expressed his appreciation for Israel's help.

I am deeply proud that",6K,6.9K,52K
2003876919301865557,2025-12-24T17:14:22.000Z,"We do not rest even for a moment on laurels of victory.

Our enemies are indeed licking their wounds, yet they seek to rearm in order to strike us again.",543,478,2.7K
2004958630878040330,2025-12-27T16:52:42.000Z,"הליכוד:

בניגוד לטענות השקריות, פלדשטיין מעולם לא שימש כדובר ראש הממשלה ולא הועסק בלשכת ראש הממשלה. ראש הממשלה כמעט שלא היה עמו במגע, לא שיתף אותו בדיונים, ובוודאי שלא הכניס אותו לישיבות או דיונים מסווגים. פלדשטיין הועסק על ידי מנכ""ל משרד רה""מ, ולאחר שהעסקתו שם הסתיימה הוא עבד",1.3K,521,3.1K
2026725410558373997,2026-02-25T18:26:07.000Z,"Prime Minister Netanyahu in a special Knesset session honoring Prime Minister 
@narendramodi
:

“India and Israel are two ancient civilizations, from the Indus Valley to the Jordan Valley.

Our alliance multiplies our strengths, in spirit, in action, and in innovation.

Together,",303,1.5K,9.9K
2027662108901412980,2026-02-28T08:28:13.000Z,"My brothers and sisters, citizens of Israel, just an hour ago, Israel and the United States launched an operation to remove the existential threat posed by the terrorist regime in Iran.

I thank our great friend, President Donald Trump, for his historic leadership.

For 47 years,",23K,22K,92K
2016508642099384779,2026-01-28T13:48:19.000Z,"ליווינו היום למנוחת עולמים את רס״ר רן גואילי ז״ל, גיבור ישראל. 

חיבקנו את משפחת גואילי היקרה איציק, טליק, עומרי ושירה עם עם ישראל כולו, כשרני מובא לקבר ישראל.

סתימת הגולל על קברו של רני חותמת את המציאות הכאובה של הימצאות חטופים ישראלים ברצועת עזה. את כולם החיים והחללים השבנו",922,564,3.7K
2023020263563280429,2026-02-15T13:03:11.000Z,"I strongly condemn the violent riots in Bnei Brak against IDF soldiers and Israel Police officers.  
This involves an extremist minority that does not represent the entire Haredi society.  

This is a serious and unacceptable matter.  

We will not allow anarchy, nor will we",1.3K,425,4.5K
2025249390802108835,2026-02-21T16:40:56.000Z,"Today, we marked the 34th anniversary of Prime Minister Menachem Begin, of blessed memory.

The State of Israel cherishes his tremendous contribution to the liberation of the homeland, to preventing a civil war at the dawn of our independence, to his bold operation against the",1.7K,806,4.8K
2041942232337444940,2026-04-08T18:12:20.000Z,"I want to thank you, to our wonderful people.
When you demonstrated resilience as you sat in bomb shelters and safe rooms, we achieved tremendous accomplishments together.
Our warriors on the front lines – and you on the home front.
But above all, I ask to bow my head before our",4.9K,3.1K,15K
2001016399158813124,2025-12-16T19:47:41.000Z,"הערב הדלקתי נר שלישי של חנוכה בבית הנשיא בטקס מצטייני המוסד.

עמדתי מול נשות ואנשי מוסד שהם דור המכבים של ימינו, תעוזה, יצירתיות, מחויבות מוחלטת לביטחון ישראל. 
יש לי אמון מלא ביכולות שלכם, באומץ שלכם ובמסירות שלכם.

עם ישראל חזק בזכותכם.
האור גובר על החושך, ותמיד יגבר. ",212,319,2.6K
2039001164184711403,2026-03-31T15:25:35.000Z,Continues to fight also in the international advocacy >>,936,609,3.2K
2026677452727054492,2026-02-25T15:15:33.000Z,"Following the welcoming ceremony, I held a personal meeting with India’s Prime Minister 
@narendramodi
.

True friendship. ",762,2.5K,17K
2002807768084889965,2025-12-21T18:25:56.000Z,"הערב הדלקתי את נר שמיני של חנוכה במשרד ראש הממשלה בירושלים יחד עם שלוחי חב״ד.

קהילת חב״ד וכל עם ישראל עברו טרגדיה קשה בסידני, פשע שנאה אכזרי של מרצחים נתעבים, שרצחו יהודים רק בשל היותם יהודים. אנו משתתפים בצער העמוק של המשפחות והקהילה, אבל אני אומר בצורה ברורה: רוחנו לא נפלה -",660,790,4.8K
2048740770769740241,2026-04-27T12:27:18.000Z,Twist and trick,663,448,2.7K
2016526867465900171,2026-01-28T15:00:45.000Z,"“יידעו כל אלה שחושבים שהם יכולים להכריע אותנו. בואו למיתר.

יידעו כל אלה שחושבים שהם ינצחו אותנו. תשמעו את טלי גואילי.

לא אתם תנצחו אותנו. אנחנו ננצח ונכריע אתכם.

דור הגיבורים. דור הניצחון.
שרני גואילי הוא אחד מנציגיו הבולטים.
התגלו בכל תפארתם.”

דבריו המלאים של ראש הממשלה",1.4K,818,5.6K
2026623550157672854,2026-02-25T11:41:21.000Z,"It’s a great honor to welcome you to Israel, Prime Minister Modi.

आपका स्वागत है",757,2.9K,19K
2016149136374919662,2026-01-27T13:59:47.000Z,"At the Second International Conference on Combating Antisemitism in Jerusalem, initiated by Minister 
@AmichaiChikli
, I made one thing clear: antisemitism is not just a Jewish problem. It is a threat to free societies, to democracy, and to our shared civilization.

History teaches",1.4K,1K,4.7K
2006449361748967440,2025-12-31T19:36:20.000Z,"Watch my interview for Fox News >>

צפו בראיון שלי לרשת פוקס ניוז >>",834,547,3.3K
2044480943398814204,2026-04-15T18:20:16.000Z,"Our forces continue to strike Hezbollah, we are about to conquer Bint Jbeil. In parallel, yesterday I gave instructions to the IDF to continue thickening the security zone.

Our American friends are constantly updating us on the contacts with Iran. Our goals are identical. In",3K,2.4K,12K
2039244373464850911,2026-04-01T07:32:00.000Z,"Coalition Chairman Ofir Katz - I want to thank you.

You stood up to the task, we passed the budget, you kept the right-wing coalition intact.

We will complete our missions for the State of Israel, its security and prosperity.
@OfirKatzMK",1.2K,678,4.1K
2024773479824847197,2026-02-20T09:09:50.000Z,"אמש הגעתי לצקלג שבנגב, יחד עם שרת התחבורה מירי רגב וסגן השר אלמוג כהן, כדי לבחון מקרוב את אתר שדה התעופה המשלים לנתב״ג.

מדינת ישראל גדלה במהירות - בכלכלה, בהייטק ובעידן ה-AI. מיליונים רוצים להגיע לכאן, ואנחנו חייבים להיערך בהתאם. לכן יש צורך חיוני בשדה תעופה נוסף למדינת ישראל.",804,349,2.3K
2018380680934174929,2026-02-02T17:47:08.000Z,"The support shown by the Druze in Syria is deeply appreciated. 

Israel stands with the Druze community and will continue to do so.",1.6K,1.7K,11K
2003138995249701351,2025-12-22T16:22:07.000Z,"קיימתי היום בירושלים פגישה מדינית חשובה עם ראש ממשלת יוון, קיריאקוס מיצוטאקיס, במסגרת פסגת ישראל–יוון–קפריסין, אותה אנו מארחים בעיר הבירה, ירושלים. 

הברית בין ישראל, יוון וקפריסין היא עוגן של אחריות, יציבות ואינטרסים משותפים באזור מאתגר. נמשיך לפעול יחד, בעקביות ובנחישות,",383,671,4.2K
2045906374140338536,2026-04-19T16:44:25.000Z,The people of Israel live ,1.4K,911,4.8K
2018602994887999807,2026-02-03T08:30:32.000Z,"מפלגת הליכוד: 

החוקר הבכיר בתיקי האלפים הודה: 
לא בדקנו, לא ידענו, לא הייתה עבירה- ובכל זאת היחידה החוקרת והפרקליטות כתבו כתב אישום.
קשרו קשר ותפרו תיק לראש ממשלה מכהן.

עכשיו זו כבר לא “סברה”, כמו שהתובעת הראשית נוהגת לומר-
זו הפללה עצמית והודאה באשמה של החוקר הבכיר בתיקי",1.2K,572,3.8K
2019062547924582857,2026-02-04T14:56:38.000Z,"A stunning revelation about Ehud Barak exposed in the recordings of his pedophile friend Jeffrey Epstein:

Ehud Barak proposes to carry out selection among Jews and ""import"" to Israel ""suitable"" Jews, those who are neither Mizrahi nor right-wingers.

When the left and Ehud",1.9K,1.5K,6.6K
2037094092052582636,2026-03-26T09:07:33.000Z,"My wife and I, together with all the citizens of Israel, join in the profound grief of the family of Golani Reconnaissance Unit soldier, Sgt. Uri Greenberg, may his memory be a blessing, who fell in battle in southern Lebanon.

We extend our heartfelt condolences to the family of",5.7K,1.4K,11K
2042304085605396967,2026-04-09T18:10:12.000Z,Important update from me to you >>,2.1K,1K,5.7K
2049099850684227674,2026-04-28T12:14:09.000Z,"PMO:

The ICC is a corrupt and morally bankrupt institution that should be closed. It was clear from Day 1 that there was no merit to the absurd accusations against the State of Israel and Prime Minister Netanyahu. Israel waged a just war by just means against a terrorist",1.4K,1.6K,6.5K
2013972644798853585,2026-01-21T13:51:10.000Z,"I congratulate Avi Salma, who won a great victory yesterday in the elections for mayor of Netanya.

Following the passing of our colleague, the legendary mayor Miriam Feirberg-Ikar z""l, I am confident that Avi will continue Netanya's momentum of development and lead it to new",1.4K,430,3.1K
2015804980179997063,2026-01-26T15:12:13.000Z,"There are no more hostages in Gaza.

I promised you, citizens of Israel - we will bring them all back home.",2.2K,1.2K,8.1K
2039319355792523511,2026-04-01T12:29:57.000Z,"My brothers and sisters, citizens of Israel,

As the State of Israel wages a historic campaign for our existence and our future, the Passover holiday reminds us all of a profound truth that has accompanied our people for generations: even in the face of cruel enemies who rise up",2.9K,1.2K,8.2K
2046512148902285481,2026-04-21T08:51:33.000Z,Time passes. The pain never passes.,1K,782,5.5K
2042598136175099995,2026-04-10T13:38:39.000Z,"The State of Israel will not remain silent in the face of those who attack us.

Spain has defamed our heroes, the soldiers of the IDF, the soldiers of the most moral army in the world.

And therefore I have instructed to expel Spain's representatives from the coordination center",26K,14K,51K
2002786649948766338,2025-12-21T17:02:01.000Z,"Today in Jerusalem, I welcomed U.S. Senator Lindsey Graham, a great friend of Israel and a dear personal friend. 
@LindseyGrahamSC",2K,892,6.1K
2017934931243008035,2026-02-01T12:15:53.000Z,"We convened a special government meeting today in Kiryat Shmona, which is the pillar of the Galilee.

Together with Ministers Smotrich, Elkin, and Sofer, we approved an immediate and complementary plan for rehabilitation and demographic and economic growth in the border",949,444,3.2K
2043984810188722480,2026-04-14T09:28:48.000Z,"Things I said today at the ""Every Person Has a Name"" ceremony, in memory of my beloved father-in-law Shmuel Ben Artzi, may his memory be a blessing z""l >>",1.2K,697,4.9K
2040052228874985940,2026-04-03T13:02:08.000Z,"Together with our American friends, we continue to crush the terror regime in Iran. We are eliminating commanders, bombing bridges, bombing infrastructure.

In recent days, the Air Force destroyed 70% of Iran's steel production capacity. This is a tremendous achievement that",2.3K,1.5K,6.7K
2004551973597499426,2025-12-26T13:56:47.000Z,"My wife Sarah and I extend our deepest condolences to the families of those murdered in the combined terror attack in the north, Aviv Maor z""l, the 17-year-old daughter, and Shimshon Mordechai z""l, the 68-year-old son.

We wish a speedy recovery to the wounded and commend the",539,310,2.2K
2026383987040522730,2026-02-24T19:49:25.000Z,"היום בכנס מנהלים של השב״כ אמרתי:

יש לי אמון מלא בשב״כ - אמון מלא במפקד שלו, דוד זיני.

חילצנו את החטופים עד האחרון שבהם, רני גואילי, גיבור ישראל. עכשיו צריך להשלים: החמאס חייב להתפרק מנשקו, ועזה חייבת להיות מפורזת וזה יקרה.

וביו״ש הפעולה שלכם לא פחות ממזהירה. אני לא חושב שאזרחי",754,491,3.2K
2005760534508102020,2025-12-29T21:59:11.000Z,"אני מעריך מאוד את הקשר האישי שיש לי עם הנשיא טראמפ.

משנים את פני מזרח התיכון!",670,837,6K
2023000840186057165,2026-02-15T11:46:00.000Z,"Ayman Odeh, the terrorism supporter and political partner of Bennett and Yair Golan, is unable to define Hamas as a terrorist organization -

and once again exposes the truth about the planned ""Servants' Alliance"" with the Muslim Brotherhood, and all to topple the right-wing",902,439,2.7K
2048648842489262570,2026-04-27T06:22:00.000Z,"Yesterday I met in my office with an extraordinary group of young men and women. Christian soldiers and commanders from a wide range of IDF units. They serve in key roles across our military and they do outstanding, dedicated work.

This reality stands in complete contrast to",1.6K,1.6K,9.1K
2040022833372254587,2026-04-03T11:05:19.000Z,10 The Plagues,2K,989,5.7K
2040843902190493996,2026-04-05T17:27:57.000Z,"Unbelievable. While Jews are restricted during the holiday from praying at the Western Wall, the High Court of Justice approved a left-wing demonstration in Tel Aviv. Freedom of protest is important, but freedom of prayer is no less important. During wartime, the only authority",2.6K,1.1K,8K
2006764771291631741,2026-01-01T16:29:40.000Z,"Just as the Christian community stood with us in difficult moments, we will stand with you - 

and help in every way to protect Christian communities all over the world.

This partnership of shared values is strong, and together we will prevail. 

WATCH >>",5.8K,8.9K,35K
2043746788448841814,2026-04-13T17:43:00.000Z,"Our people learned the lesson. I promised there would be no more Holocaust - this year, we fulfilled that promise. Never again.",3.3K,1.6K,8.7K
1996523137119166649,2025-12-04T10:13:04.000Z,"Today, I decided to appoint Major General Roman Gofman as the next head of the Mossad.

Roman accompanied me during the most difficult period in the State of Israel's history, demonstrating courage, responsibility, and rare professional ability. He jumped from his home to fight",703,753,5.9K
2005777531291808224,2025-12-29T23:06:43.000Z,Watch the things I said at the press conference with President Trump >>,773,675,4.1K
2041464374917841327,2026-04-07T10:33:30.000Z,Salute to our fighters who continue to crush Iran and Hezbollah. Happy holiday to all Israeli citizens!,1.8K,1.8K,13K
2008900622272115184,2026-01-07T13:56:46.000Z,"Thank you, my friend, Prime Minister Modi, for the warm conversation and friendship.

I extend my best wishes to the people of India.

Israel values the deep partnership with India and our shared determination to defeat terrorism. ",1.5K,4.8K,38K
2020947907076063339,2026-02-09T19:48:23.000Z,"Erez Tadmor: 

A summary of Shin Bet discussions on the night of the massacre reveals that the ""professional"" consideration guiding Ronen Bar's decision-making on the night of the disaster was preventing a ""miscalculation.""
In the background also looms an article by the head of",1.4K,597,3.8K
2023356453772317044,2026-02-16T11:19:05.000Z,"My wife Sarah and I received with profound shock and immense pain the news of the sudden passing of our dear Asher Haimon—formerly the Chief of Staff in the Prime Minister’s Office.

I had the privilege of having Asher work by my side when I was Minister of Finance—over two",978,326,3.7K
2009629425588154400,2026-01-09T14:12:46.000Z,"""How is there such a gap in the polls between 14 and all the others?"". Watch and share >>",1.6K,442,2.4K
2041945373409996889,2026-04-08T18:24:49.000Z,"Our hearts are with the family of the heroic Golani fighter, Sgt. Maj. Toval Yosef Lifshitz z""l, who fell in battle in southern Lebanon.

My wife and I, together with all the citizens of Israel, extend our condolences to the family of Toval z""l and share in their profound grief.",1.6K,951,6.8K
2033474285835108419,2026-03-16T09:23:44.000Z,You raised a finger here ,1K,1.4K,20K
2005727235911594033,2025-12-29T19:46:52.000Z,"פגישה חשובה עם ידיד גדול של ישראל. 

Important meeting with a great friend of Israel. 
@POTUS",910,880,6.6K
2040084553163735455,2026-04-03T15:10:35.000Z,"A peaceful Sabbath to all of Israel.

On this Sabbath, in the midst of the days of the Passover holiday, I wish to address you from the depths of my heart and say to you: thank you.

Thank you for the steadfast stand, thank you for the responsibility, thank you for heeding the",3.1K,1.5K,9.1K
2007519393249403343,2026-01-03T18:28:15.000Z,"Congratulations, President 
@realDonaldTrump
 for your bold and historic leadership on behalf of freedom and justice. I salute your decisive resolve and the brilliant action of your brave soldiers.",9.8K,19K,120K
2043649745176949014,2026-04-13T11:17:23.000Z,"An exciting encounter with the torch lighters, the heroic Holocaust survivors >>",996,632,3.8K
2018398011588563151,2026-02-02T18:56:00.000Z,"Deni, 

every time you step onto the court, our country beams with pride. 

For the People of Israel you aren’t just any star, you are OUR Star of David!",2.5K,4.6K,21K
2044066982828401146,2026-04-14T14:55:20.000Z,Anyone who tries to stop us only discovers how determined we are to win.,3.3K,1.4K,7.5K
2038875167116407191,2026-03-31T07:04:54.000Z,"העברנו השבוע את תקציב המדינה, ובו בין היתר:

 תוספת של 32 מיליארד ש״ח לביטחון – כדי לתת לצה״ל ולמערכת הביטחון את כל הכלים להמשך המערכה ולהכרעה.

 5 מיליארד ש״ח לשיקום עוטף עזה ויישובי הצפון – בנוסף ל-30 מיליארד ש״ח שכבר הוקצו מתחילת המלחמה.

 6 מיליארד ש״ח למשרתי המילואים –",1.7K,507,3.5K
2043015066660884506,2026-04-11T17:15:23.000Z,"Under my leadership, Israel will continue to fight the Iranian terror regime and its proxies, in contrast to Erdogan, who aids them and even massacres his own Kurdish citizens.",12K,5.9K,30K
2023046325923639387,2026-02-15T14:46:45.000Z,"The most powerful thing that happened here is our victories—the heroism of our soldiers, our achievements on the battlefield, the clear and mighty technological advantage. All of these have elevated Israel's standing. We're in a clear propaganda war against us. They're",1.2K,533,4.7K
2021556652810322337,2026-02-11T12:07:19.000Z,"הפייקים אינם נפסקים. כזב רודף כזב נגד ראש הממשלה נתניהו.

הפייק האחרון הוא שראש הממשלה נחשף לתוכנית ״חומת יריחו״. זה לא קרה. ראש הממשלה מעולם לא נחשף לתוכנית ״חומת יריחו״ שגובשה ע״י חמאס רק בשנת 2021, ולא הגיעה אף פעם לראש הממשלה.

מה שראש הממשלה נחשף אליו הוא רעיון כללי לפשיטה",1.8K,611,3.8K
2038363314732867896,2026-03-29T21:10:59.000Z,"I have instructed the relevant authorities that Cardinal Pierbattista Pizzaballa, the Latin Patriarch, be granted full and immediate access to the Church of the Holy Sepulchre in Jerusalem.

Over the past several days, Iran has repeatedly targeted the holy sites of all three",6.5K,8.3K,34K
2025986779849879846,2026-02-23T17:31:03.000Z,"I’m telling you clearly: Israel has never been stronger. The alliance with the US has never been tighter.

We’re keeping a watchful eye and prepared for any scenario. I made it clear to the ayatollahs’ regime—if they attack Israel, we’ll respond with a force they can’t imagine.",1.6K,1K,6.1K
2035704844363674036,2026-03-22T13:07:11.000Z,"I arrived today at the arenas in Arad and Dimona – what was damaged, we will restore and rebuild, and on a grand scale. I ask of you, my brothers and sisters, citizens of Israel: heed the instructions of the Home Front Command and enter the protected spaces upon the alert. With",2.7K,1.5K,9K
2021191889395880288,2026-02-10T11:57:53.000Z,"I'm heading out now to the United States for my seventh trip, to meet with President Trump since he was elected to his second term. This of course does not include his unforgettable visit to Israel and his speech in the Knesset.

I think these things reflect the unique closeness",3.8K,2.3K,13K
2037520572154810843,2026-03-27T13:22:14.000Z,"facebook.com/share/p/1D9hc2
…",560,126,915
